goodForGroups,city,state,latitude,longitude,stars,reviewCount,checkins,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids
0,Las Vegas,NV,36.0577894,-115.1183959,3.5,16,253,TRUE,none,,,1,,TRUE,,,,
1,Mesa,AZ,33.3636242,-111.8736054,2.5,39,254,TRUE,full_bar,average,casual,1,FALSE,TRUE,outdoor,TRUE,,
1,Charlotte,NC,35.2102689,-80.860032,3.5,107,254,TRUE,full_bar,average,dressy,3,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.1430817,-115.2536257,4,115,254,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,,TRUE,TRUE,TRUE
1,Chandler,AZ,33.2638524,-111.8582442,3.5,28,254,TRUE,beer_and_wine,quiet,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Chandler,AZ,33.319566,-111.8901246,3.5,51,254,TRUE,none,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Scottsdale,AZ,33.5572926,-111.8994592,4,95,254,TRUE,full_bar,average,casual,1,FALSE,,,TRUE,TRUE,
0,Surprise,AZ,33.638964,-112.3907206,3.5,18,254,TRUE,none,,,2,,,,TRUE,,
0,Goodyear,AZ,33.48608793,-112.3644841,4.5,59,254,TRUE,none,,,2,,,,TRUE,,
0,Tempe,AZ,33.3940241,-111.9396018,3,10,254,TRUE,none,,,2,,,,,,
0,Las Vegas,NV,36.17049432,-115.1442015,4,49,254,TRUE,none,,,1,,TRUE,,,,
1,Mesa,AZ,33.415467,-111.832292,4,74,255,FALSE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Montral,QC,45.5005534,-73.5715523,4,127,255,TRUE,full_bar,average,casual,3,FALSE,FALSE,no,TRUE,FALSE,
1,Las Vegas,NV,36.1592631,-115.078234,4,75,255,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,TRUE
1,Phoenix,AZ,33.49879302,-112.0831304,3.5,69,255,TRUE,none,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.0990599,-115.1024835,4,74,255,TRUE,beer_and_wine,quiet,casual,2,TRUE,TRUE,,FALSE,TRUE,TRUE
1,Las Vegas,NV,36.101065,-115.30239,3.5,109,255,FALSE,full_bar,average,casual,2,TRUE,TRUE,,TRUE,TRUE,
1,Mesa,AZ,33.3814408,-111.7872232,4,121,255,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Henderson,NV,36.02656581,-115.047418,3.5,42,255,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.2273071,-80.8431501,3.5,80,255,TRUE,beer_and_wine,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
1,Edinburgh,EDH,55.9494071,-3.1827395,4,74,255,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,36.1944211,-115.2468132,4,33,255,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Mesa,AZ,33.3950097,-111.6846403,4.5,63,255,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
0,Las Vegas,NV,36.1257314,-115.2193567,3.5,108,255,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Henderson,NV,36.02959649,-115.0858212,4,39,255,FALSE,none,quiet,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.0878284,-80.8454085,3,17,255,TRUE,none,quiet,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.170055,-115.140844,3,52,255,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Las Vegas,NV,36.11580692,-115.298748,4.5,65,255,TRUE,none,quiet,casual,2,FALSE,,,FALSE,TRUE,
1,Las Vegas,NV,36.116765,-115.102953,4,62,255,TRUE,full_bar,average,,2,,,yes,FALSE,,
0,Las Vegas,NV,36.274166,-115.252954,3,13,255,TRUE,none,,,2,,,,TRUE,,
0,Las Vegas,NV,36.195266,-115.2481396,3.5,157,255,TRUE,none,,,2,FALSE,,,,,
0,Las Vegas,NV,36.0550563,-115.2834396,4,27,255,TRUE,none,,,2,,TRUE,,,,
1,Scottsdale,AZ,33.5561571,-111.8987016,4,111,256,FALSE,full_bar,average,casual,2,FALSE,FALSE,no,TRUE,,
1,Chandler,AZ,33.3209908,-111.9131818,4,120,256,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Peoria,AZ,33.6102982,-112.2464252,3.5,92,256,TRUE,full_bar,average,casual,2,TRUE,FALSE,,TRUE,TRUE,
1,Chandler,AZ,33.2973944,-111.8999223,3.5,58,256,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Las Vegas,NV,36.0897171,-115.2431228,3.5,53,256,TRUE,none,average,casual,1,TRUE,FALSE,,TRUE,TRUE,
1,Las Vegas,NV,36.020555,-115.089966,4.5,44,256,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.1183787,-115.1726202,4,317,256,TRUE,full_bar,average,casual,3,FALSE,TRUE,,FALSE,FALSE,
1,Peoria,AZ,33.70863544,-112.2733118,4,129,256,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,36.172231,-115.1455,4.5,43,256,FALSE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Peoria,AZ,33.6365488,-112.234148,3.5,32,256,TRUE,beer_and_wine,loud,casual,1,FALSE,,,TRUE,TRUE,
0,Charlotte,NC,35.063287,-80.773737,2.5,6,256,TRUE,none,,,2,,TRUE,,TRUE,,
1,Montreal,QC,45.4967685,-73.5773558,3.5,60,257,TRUE,full_bar,loud,casual,2,FALSE,FALSE,outdoor,TRUE,TRUE,
1,Henderson,NV,36.001117,-115.105286,4,63,257,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,TRUE,TRUE
1,Chandler,AZ,33.3046882,-111.8423781,4,123,257,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Tempe,AZ,33.40657334,-111.9081116,4,172,257,TRUE,beer_and_wine,quiet,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Scottsdale,AZ,33.50743616,-111.9285819,4,52,257,TRUE,full_bar,average,casual,2,TRUE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.101139,-115.226559,3,101,257,FALSE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,36.1551327,-115.334816,4,57,257,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.12606526,-115.1721598,3.5,192,257,FALSE,full_bar,average,dressy,3,FALSE,TRUE,,FALSE,FALSE,
1,Charlotte,NC,35.157032,-80.823983,4,99,257,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Charlotte,NC,35.3093881,-80.7565642,3.5,85,257,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Scottsdale,AZ,33.62246885,-111.8733008,4,64,257,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Cave Creek,AZ,33.832384,-111.934503,4,32,257,TRUE,full_bar,loud,casual,1,FALSE,FALSE,,TRUE,FALSE,
1,Surprise,AZ,33.6385585,-112.3643087,3.5,50,257,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Las Vegas,NV,36.1587715,-115.2111012,3.5,45,257,FALSE,none,average,casual,1,FALSE,,,FALSE,,
0,Phoenix,AZ,33.531283,-112.013534,4,16,257,TRUE,none,,,1,,,,TRUE,,
0,Las Vegas,NV,36.099357,-115.241746,2,12,257,TRUE,none,,,2,,,,,,
0,Surprise,AZ,33.65140587,-112.3675088,4,34,257,TRUE,none,,,2,,,,,,
0,Goodyear,AZ,33.4867602,-112.3626617,4,26,257,TRUE,none,,,2,,TRUE,,,,
1,Pittsburgh,PA,40.4524945,-79.9815516,4,135,258,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,FALSE,FALSE,
1,Las Vegas,NV,36.0765586,-115.2986392,3.5,65,258,FALSE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,TRUE
1,Phoenix,AZ,33.6003783,-111.9786507,3,121,258,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Tempe,AZ,33.3350535,-111.9445749,3.5,153,258,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
0,Las Vegas,NV,36.025359,-115.119197,3,69,258,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Chandler,AZ,33.3208924,-111.9686252,3.5,73,258,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Phoenix,AZ,33.6403418,-112.1106724,3.5,61,258,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Mesa,AZ,33.413158,-111.875779,3.5,71,258,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.10676312,-115.1770871,4,123,258,TRUE,full_bar,quiet,dressy,3,FALSE,FALSE,,FALSE,FALSE,
1,Charlotte,NC,35.1716684,-80.8492639,4,61,258,TRUE,none,average,casual,1,FALSE,,,TRUE,TRUE,
0,Middleton,WI,43.07533763,-89.5293197,3.5,20,258,TRUE,none,,,2,,,,FALSE,,
0,Scottsdale,AZ,33.57027361,-111.8890893,4,11,258,TRUE,none,,,2,,,,,,
0,Las Vegas,NV,36.01205826,-115.1379547,3.5,18,258,TRUE,none,,,2,,,,,,
0,Montreal,QC,45.4922955,-73.5820001,4.5,24,258,TRUE,none,,,1,,TRUE,,,,
1,Pittsburgh,PA,40.4412108,-79.9574578,3.5,91,259,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Tempe,AZ,33.40716242,-111.9103566,4.5,176,259,FALSE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Phoenix,AZ,33.3778513,-112.0361195,4,86,259,TRUE,none,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Madison,WI,43.080058,-89.369407,4,115,259,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Chandler,AZ,33.319907,-111.809582,4,94,259,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,36.1015871,-115.1735983,4,171,259,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
0,Chandler,AZ,33.3059385,-111.9471779,4,108,259,FALSE,none,quiet,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Glendale,AZ,33.5536557,-112.1668669,4,143,259,TRUE,beer_and_wine,quiet,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Goodyear,AZ,33.4837872,-112.3993441,2,69,259,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Gilbert,AZ,33.33600374,-111.7758643,4,167,259,TRUE,full_bar,average,casual,2,FALSE,,,TRUE,TRUE,
0,Charlotte,NC,35.171231,-80.850419,3,32,259,TRUE,none,,,2,,,,TRUE,,
0,Phoenix,AZ,33.4876207,-112.0739243,3.5,31,259,TRUE,none,,,1,,TRUE,,,,
1,Mesa,AZ,33.4521893,-111.7278984,3.5,73,260,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Goodyear,AZ,33.456465,-112.394891,3.5,55,260,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,,
1,Las Vegas,NV,36.11199,-115.177001,3.5,195,260,TRUE,full_bar,average,dressy,4,FALSE,FALSE,no,FALSE,FALSE,TRUE
1,Chandler,AZ,33.3190781,-111.9703877,3.5,52,260,TRUE,none,loud,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Gilbert,AZ,33.298078,-111.7459158,2.5,92,260,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Scottsdale,AZ,33.6272906,-111.8548219,3,51,260,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Pittsburgh,PA,40.442334,-80.002066,4.5,169,260,TRUE,full_bar,loud,casual,3,FALSE,FALSE,,FALSE,FALSE,
1,Pittsburgh,PA,40.4535609,-79.9805948,4,42,260,TRUE,none,,casual,2,FALSE,,,FALSE,,
1,Las Vegas,NV,36.1148108,-115.3073313,4,33,260,TRUE,full_bar,average,,2,,,,FALSE,,
0,Las Vegas,NV,36.0132282,-115.1511792,3,53,260,TRUE,none,,,1,,,,FALSE,,
0,Scottsdale,AZ,33.5808847,-111.9273074,3,29,260,TRUE,none,,,2,,,,,,
0,Tempe,AZ,33.3938848,-111.927447,2.5,40,260,TRUE,none,,,1,,,,,,
0,Las Vegas,NV,36.064736,-115.2491039,3.5,14,260,TRUE,none,,,1,,TRUE,,,,
1,Henderson,NV,35.952556,-115.0228736,4,42,261,FALSE,full_bar,loud,casual,1,FALSE,FALSE,yes,FALSE,FALSE,
1,Las Vegas,NV,36.15690588,-115.3345103,3,40,261,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,FALSE,TRUE
1,Las Vegas,NV,36.0432117,-115.2087027,4,39,261,TRUE,full_bar,average,casual,2,FALSE,FALSE,yes,FALSE,TRUE,
1,Phoenix,AZ,33.610825,-112.1310283,4,62,261,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Pittsburgh,PA,40.4509562,-79.9336479,3.5,91,261,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,FALSE
1,Henderson,NV,36.068756,-115.069468,3,60,261,FALSE,none,quiet,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Gilbert,AZ,33.349235,-111.821218,4,91,261,TRUE,full_bar,average,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.10688395,-115.1742268,3.5,173,261,FALSE,full_bar,average,dressy,3,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,36.125587,-115.211199,3,69,261,FALSE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Tempe,AZ,33.421643,-111.892332,3,41,261,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,36.17183519,-115.1465996,4,140,261,TRUE,full_bar,average,dressy,3,FALSE,,,FALSE,FALSE,
1,Scottsdale,AZ,33.523891,-111.8979869,4,24,261,TRUE,full_bar,average,,1,,,outdoor,FALSE,,
0,Charlotte,NC,35.116603,-80.858247,3.5,11,261,TRUE,none,,,2,,TRUE,,,,
1,Phoenix,AZ,33.5100215,-112.0153526,3.5,75,262,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,TRUE,
1,Scottsdale,AZ,33.583141,-111.927518,3.5,58,262,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
0,Phoenix,AZ,33.6391363,-112.150244,4.5,166,262,TRUE,beer_and_wine,quiet,casual,2,FALSE,TRUE,,FALSE,TRUE,FALSE
1,Scottsdale,AZ,33.7009365,-111.8897855,4.5,163,262,TRUE,full_bar,average,dressy,4,FALSE,TRUE,,FALSE,FALSE,
1,Gilbert,AZ,33.343131,-111.789408,4,131,262,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,FALSE,
1,Tempe,AZ,33.4217517,-111.9513564,4,73,262,TRUE,none,average,casual,1,TRUE,FALSE,,TRUE,TRUE,
1,Chandler,AZ,33.2664407,-111.8210866,3,38,262,TRUE,none,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Glendale,AZ,33.533158,-112.260384,1.5,100,262,TRUE,full_bar,loud,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Scottsdale,AZ,33.500525,-111.92269,2.5,59,262,TRUE,beer_and_wine,average,casual,2,TRUE,FALSE,,TRUE,FALSE,
1,Charlotte,NC,35.060835,-80.814262,3.5,91,262,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Las Vegas,NV,36.12632118,-115.1974681,2,51,262,TRUE,none,average,casual,2,FALSE,,,FALSE,,
1,Phoenix,AZ,33.5245317,-112.0474836,4,26,262,TRUE,full_bar,loud,,1,,,outdoor,FALSE,,
0,Charlotte,NC,35.086472,-80.84855,4,22,262,TRUE,none,,,3,,,,FALSE,,
0,Las Vegas,NV,36.0671512,-115.1757888,4,51,262,TRUE,none,,,2,,,,FALSE,,
0,North Las Vegas,NV,36.260078,-115.156051,3,20,262,TRUE,none,,,2,,TRUE,,TRUE,,
1,Phoenix,AZ,33.504688,-111.969094,4,206,263,TRUE,full_bar,quiet,dressy,3,FALSE,TRUE,no,TRUE,FALSE,FALSE
1,Las Vegas,NV,36.057032,-115.235618,4,27,263,TRUE,full_bar,average,casual,2,FALSE,TRUE,yes,FALSE,FALSE,
1,Las Vegas,NV,36.1252746,-115.2435598,3,30,263,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.071049,-80.844189,3.5,49,263,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,,
1,Chandler,AZ,33.2971021,-111.8984162,4,46,263,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Chandler,AZ,33.3228776,-111.8592538,4.5,119,263,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Concord,NC,35.3728121,-80.7228232,3,47,263,TRUE,full_bar,very_loud,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Tempe,AZ,33.3782241,-111.936102,3.5,90,263,FALSE,full_bar,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Las Vegas,NV,36.2777317,-115.2865776,4,132,263,TRUE,beer_and_wine,average,casual,2,TRUE,TRUE,,FALSE,FALSE,
1,Litchfield Park,AZ,33.550211,-112.410581,3,79,263,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Chandler,AZ,33.2612051,-111.8844148,3.5,132,263,TRUE,full_bar,average,casual,3,FALSE,,,TRUE,FALSE,
1,Las Vegas,NV,36.16981291,-115.1455297,4,49,263,TRUE,full_bar,very_loud,,2,,,yes,TRUE,,
0,Henderson,NV,36.0130974,-114.963334,3.5,18,263,FALSE,none,,,2,,,,TRUE,,
0,Pittsburgh,PA,40.429116,-79.98172,4,106,263,TRUE,none,,,2,,TRUE,,,,
1,Charlotte,NC,35.210756,-80.855838,4,189,264,TRUE,full_bar,average,casual,3,FALSE,TRUE,,TRUE,TRUE,FALSE
1,Mesa,AZ,33.38550308,-111.6880679,3.5,43,264,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,,TRUE,FALSE,
0,Phoenix,AZ,33.519577,-112.065351,4,117,264,TRUE,full_bar,average,casual,3,FALSE,TRUE,,TRUE,FALSE,
1,Phoenix,AZ,33.6554989,-111.9299197,3.5,149,264,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.1462228,-115.207528,3.5,123,264,TRUE,beer_and_wine,average,casual,2,TRUE,TRUE,,TRUE,TRUE,
0,Phoenix,AZ,33.480203,-111.9825532,4.5,164,264,FALSE,none,quiet,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Charlotte,NC,35.227737,-80.8425996,3.5,61,264,TRUE,none,loud,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Avondale,AZ,33.45727587,-112.3058769,4,47,264,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Surprise,AZ,33.63809218,-112.3506087,3.5,37,264,TRUE,full_bar,loud,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.04318062,-115.1502129,4,106,264,TRUE,none,average,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.173981,-115.148563,4,22,264,TRUE,none,average,casual,1,TRUE,,,TRUE,TRUE,
1,Glendale,AZ,33.6627388,-112.1875918,3,95,264,TRUE,full_bar,loud,,2,,,outdoor,TRUE,,
0,Charlotte,NC,35.13733,-80.903947,3.5,18,264,TRUE,none,,,2,,TRUE,,TRUE,,
1,Scottsdale,AZ,33.4923961,-111.9248983,4.5,72,265,TRUE,full_bar,average,casual,1,FALSE,TRUE,no,FALSE,FALSE,
1,Henderson,NV,36.0655776,-115.0465752,3,57,265,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Peoria,AZ,33.6345904,-112.2350037,3.5,64,265,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,TRUE
1,Las Vegas,NV,36.1145349,-115.207626,4,92,265,TRUE,beer_and_wine,quiet,casual,2,TRUE,FALSE,,FALSE,TRUE,TRUE
1,Glendale,AZ,33.666931,-112.20246,3,45,265,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,TRUE
1,Chandler,AZ,33.3399193,-111.8595356,3,98,265,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,FALSE
1,Scottsdale,AZ,33.5835327,-111.8833201,3.5,135,265,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,TRUE
1,Phoenix,AZ,33.6554989,-111.9299197,4.5,35,265,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Pittsburgh,PA,40.4534962,-79.9822822,4,76,265,TRUE,none,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Phoenix,AZ,33.4354634,-112.0069893,3.5,64,265,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Phoenix,AZ,33.5965465,-112.0142092,3,17,265,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,FALSE,
1,Phoenix,AZ,33.44787403,-112.0726894,4,35,265,TRUE,none,average,casual,1,TRUE,,,TRUE,TRUE,
0,Las Vegas,NV,36.12198338,-115.1714064,4,43,265,TRUE,full_bar,average,,1,,,no,FALSE,,
0,Las Vegas,NV,36.195513,-115.248106,4,38,265,TRUE,none,,,1,,,,,,
0,Pineville,NC,35.08876238,-80.87178247,3.5,28,265,TRUE,none,,,2,,,,TRUE,,
0,Mesa,AZ,33.384158,-111.7371115,3,24,265,TRUE,none,,,1,,TRUE,,TRUE,,
1,Charlotte,NC,35.137833,-80.933055,4,81,266,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,TRUE,
1,Las Vegas,NV,36.1585717,-115.2502497,3.5,109,266,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,TRUE,TRUE
1,Scottsdale,AZ,33.47654756,-111.9266061,3.5,209,266,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,TRUE
1,Peoria,AZ,33.7129792,-112.2761916,3,65,266,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,FALSE,
1,Henderson,NV,36.0294451,-115.0862422,4,41,266,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.19813466,-115.2424329,2.5,61,266,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Scottsdale,AZ,33.4797345,-111.909476,3,26,266,TRUE,none,loud,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Scottsdale,AZ,33.620194,-111.893692,3.5,73,266,TRUE,beer_and_wine,average,casual,2,TRUE,FALSE,,TRUE,TRUE,
1,Chandler,AZ,33.3201965,-111.8977298,3.5,31,266,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,36.11289042,-115.2975437,3.5,87,266,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.06893003,-115.1781656,4,174,266,TRUE,full_bar,average,casual,2,FALSE,,,FALSE,TRUE,
0,Montral,QC,45.4962343,-73.578175,4,94,266,TRUE,none,,,1,,,,TRUE,,
0,Las Vegas,NV,36.1193098,-115.1717703,3,23,266,TRUE,none,,,1,,,,FALSE,,
0,Las Vegas,NV,36.1039997,-115.1727646,4.5,56,266,TRUE,none,,,1,,,,,,
0,Las Vegas,NV,36.24017435,-115.1156731,4,20,266,TRUE,none,,,1,,,,,,
0,Phoenix,AZ,33.79942703,-112.126976,3,11,266,TRUE,none,,,2,,FALSE,,,,
1,Las Vegas,NV,36.1060731,-115.1727487,3.5,47,267,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Mesa,AZ,33.3811541,-111.7388574,3,35,267,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,FALSE,
1,Chandler,AZ,33.26177627,-111.8601114,3.5,32,267,FALSE,none,loud,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Phoenix,AZ,33.53876,-112.063942,2.5,62,267,TRUE,beer_and_wine,very_loud,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Charlotte,NC,35.2125785,-80.8182856,4,101,267,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.264515,-115.2566567,2.5,107,267,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Phoenix,AZ,33.6244243,-111.9784424,4,122,267,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Henderson,NV,36.101953,-114.931908,3,68,267,FALSE,full_bar,quiet,casual,3,FALSE,TRUE,,TRUE,,
1,Madison,WI,43.076868,-89.3833272,4,113,267,TRUE,full_bar,average,casual,3,FALSE,,,TRUE,FALSE,
0,Las Vegas,NV,36.06765427,-115.1767037,3,62,267,TRUE,none,,,1,,,,TRUE,,
0,Charlotte,NC,35.19447,-80.7950989,4,33,267,TRUE,none,,,1,,,,TRUE,,
0,Phoenix,AZ,33.6537911,-112.099936,3,9,267,TRUE,none,,,2,,TRUE,,,,
1,Glendale,AZ,33.530949,-112.260729,3,93,268,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Chandler,AZ,33.321281,-111.970806,3.5,76,268,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,TRUE
0,Henderson,NV,36.0619682,-115.0409065,4,83,268,TRUE,full_bar,loud,casual,2,FALSE,FALSE,no,FALSE,,
1,Phoenix,AZ,33.3482841,-111.9803928,4,112,268,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Henderson,NV,36.020552,-115.089984,3,59,268,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Mesa,AZ,33.3833213,-111.7567343,3.5,96,268,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Scottsdale,AZ,33.4978182,-111.9253728,4,37,268,FALSE,beer_and_wine,quiet,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Henderson,NV,36.0553223,-115.0471927,4.5,120,268,TRUE,beer_and_wine,quiet,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,36.11342973,-115.3079676,3,32,268,TRUE,none,very_loud,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Chandler,AZ,33.26135635,-111.8566132,3.5,34,268,TRUE,none,average,casual,1,FALSE,,,TRUE,FALSE,
0,Las Vegas,NV,36.0707994,-115.2919088,4,63,268,TRUE,none,,,1,TRUE,,,TRUE,,
0,Las Vegas,NV,36.1430666,-115.0661337,4.5,18,268,TRUE,none,,,1,,TRUE,,TRUE,,
